TimeGenerated,OperationName,TargetResources,InitiatedBy,Result
2025-07-01 12:09:00,ResetPassword,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 14:16:00,UpdateUser,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-02 04:54:00,DisableUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 12:12:00,ResetPassword,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 08:44:00,UpdateUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 13:49:00,DisableUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 00:15:00,ResetPassword,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-02 06:47:00,UpdateUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user10@contoso.com'}},Success
2025-07-01 20:32:00,DisableUser,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 21:10:00,DisableUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-01 22:13:00,ResetPassword,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 17:40:00,ResetPassword,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user1@contoso.com'}},Success
2025-07-01 21:17:00,UpdateUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 09:09:00,DisableUser,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user10@contoso.com'}},Success
2025-07-01 23:10:00,UpdateUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 23:58:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 08:18:00,UpdateUser,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-02 01:10:00,UpdateUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-01 21:19:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-02 06:23:00,UpdateUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-02 03:13:00,ResetPassword,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 17:30:00,DisableUser,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 10:19:00,DisableUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 00:06:00,DisableUser,{'userPrincipalName': 'user16@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 01:18:00,DisableUser,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 12:25:00,DisableUser,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-02 03:49:00,ResetPassword,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 21:46:00,UpdateUser,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 13:25:00,UpdateUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user1@contoso.com'}},Success
2025-07-02 01:02:00,DisableUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 15:54:00,DisableUser,{'userPrincipalName': 'user16@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 13:56:00,DisableUser,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 10:11:00,UpdateUser,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 11:54:00,UpdateUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 20:46:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 13:56:00,ResetPassword,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user1@contoso.com'}},Success
2025-07-01 20:53:00,UpdateUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-02 02:59:00,UpdateUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-02 00:45:00,ResetPassword,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 14:52:00,DisableUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 02:02:00,UpdateUser,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 08:49:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 09:08:00,UpdateUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-01 21:55:00,DisableUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 19:37:00,UpdateUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-02 00:56:00,UpdateUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-02 00:10:00,DisableUser,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-02 05:06:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 22:58:00,ResetPassword,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-01 10:25:00,DisableUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 01:39:00,ResetPassword,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-02 01:01:00,UpdateUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-02 02:27:00,ResetPassword,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 17:53:00,ResetPassword,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-01 10:19:00,UpdateUser,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-02 02:14:00,DisableUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-02 04:51:00,DisableUser,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-02 05:06:00,UpdateUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 03:53:00,ResetPassword,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 09:01:00,UpdateUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 16:54:00,UpdateUser,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 12:45:00,UpdateUser,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-02 06:38:00,UpdateUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 10:29:00,DisableUser,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 19:48:00,UpdateUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-02 04:54:00,UpdateUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 12:25:00,ResetPassword,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 09:12:00,ResetPassword,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-02 06:11:00,ResetPassword,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-01 18:21:00,UpdateUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 08:53:00,UpdateUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 20:56:00,DisableUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-02 00:27:00,UpdateUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-02 07:44:00,UpdateUser,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 02:45:00,UpdateUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 12:01:00,DisableUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 14:36:00,ResetPassword,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 16:07:00,UpdateUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 08:20:00,UpdateUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-02 03:23:00,UpdateUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 09:56:00,UpdateUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-01 22:58:00,UpdateUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 18:43:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 16:20:00,ResetPassword,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 21:34:00,ResetPassword,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 10:36:00,ResetPassword,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-02 00:53:00,DisableUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-01 23:08:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 02:49:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-02 01:58:00,ResetPassword,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 01:11:00,UpdateUser,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 22:01:00,DisableUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 17:32:00,UpdateUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-02 01:46:00,UpdateUser,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 15:11:00,UpdateUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 09:13:00,UpdateUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 23:29:00,UpdateUser,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 09:09:00,ResetPassword,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 21:06:00,ResetPassword,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 17:31:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 08:38:00,ResetPassword,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 09:30:00,UpdateUser,{'userPrincipalName': 'user13@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 14:17:00,DisableUser,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-01 09:47:00,DisableUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-02 02:29:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 19:28:00,ResetPassword,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 08:56:00,ResetPassword,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-01 22:35:00,DisableUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-02 02:53:00,ResetPassword,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 23:49:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-02 01:42:00,ResetPassword,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 23:57:00,DisableUser,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-01 08:31:00,ResetPassword,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 16:31:00,DisableUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-02 03:29:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 17:21:00,ResetPassword,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-02 06:17:00,DisableUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 18:28:00,DisableUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 14:06:00,ResetPassword,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 23:00:00,UpdateUser,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user1@contoso.com'}},Success
2025-07-01 20:14:00,ResetPassword,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 15:26:00,ResetPassword,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 10:42:00,ResetPassword,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 18:43:00,UpdateUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 16:48:00,ResetPassword,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-01 12:20:00,UpdateUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 13:00:00,DisableUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-01 15:56:00,UpdateUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 14:17:00,DisableUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-02 03:47:00,ResetPassword,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 15:46:00,UpdateUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 08:33:00,DisableUser,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 09:31:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-01 11:43:00,UpdateUser,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 11:51:00,DisableUser,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 14:57:00,ResetPassword,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 07:14:00,ResetPassword,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 22:33:00,ResetPassword,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'sarah.johnson@contoso.com'}},Success
2025-07-01 19:08:00,DisableUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user1@contoso.com'}},Success
2025-07-01 21:55:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 18:02:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 20:34:00,UpdateUser,{'userPrincipalName': 'user1@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-02 04:10:00,UpdateUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 15:13:00,ResetPassword,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-02 03:50:00,DisableUser,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-01 20:55:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-01 21:00:00,DisableUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 15:39:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-02 05:30:00,DisableUser,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 12:08:00,DisableUser,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-02 00:07:00,DisableUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 23:03:00,ResetPassword,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-02 03:38:00,ResetPassword,{'userPrincipalName': 'user9@contoso.com'},{'user': {'userPrincipalName': 'user7@contoso.com'}},Success
2025-07-01 16:17:00,ResetPassword,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 18:44:00,DisableUser,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 23:11:00,DisableUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-01 10:43:00,ResetPassword,{'userPrincipalName': 'user14@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 10:36:00,ResetPassword,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-02 04:39:00,UpdateUser,{'userPrincipalName': 'sarah.johnson@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 15:50:00,DisableUser,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 16:21:00,ResetPassword,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user18@contoso.com'}},Success
2025-07-02 04:40:00,ResetPassword,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-01 18:42:00,UpdateUser,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 22:22:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-02 00:52:00,DisableUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 23:29:00,UpdateUser,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-01 22:17:00,ResetPassword,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
2025-07-01 11:26:00,UpdateUser,{'userPrincipalName': 'user18@contoso.com'},{'user': {'userPrincipalName': 'user16@contoso.com'}},Success
2025-07-01 08:49:00,DisableUser,{'userPrincipalName': 'user2@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 12:31:00,DisableUser,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user3@contoso.com'}},Success
2025-07-01 22:24:00,ResetPassword,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 07:47:00,DisableUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-01 12:03:00,ResetPassword,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user10@contoso.com'}},Success
2025-07-02 04:46:00,DisableUser,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 10:31:00,DisableUser,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-01 21:57:00,DisableUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user15@contoso.com'}},Success
2025-07-01 17:52:00,ResetPassword,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-02 04:07:00,DisableUser,{'userPrincipalName': 'user5@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-01 08:15:00,DisableUser,{'userPrincipalName': 'user3@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-02 07:00:00,DisableUser,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user12@contoso.com'}},Success
2025-07-01 18:56:00,ResetPassword,{'userPrincipalName': 'user15@contoso.com'},{'user': {'userPrincipalName': 'user13@contoso.com'}},Success
2025-07-02 04:04:00,ResetPassword,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user17@contoso.com'}},Success
2025-07-01 18:08:00,ResetPassword,{'userPrincipalName': 'user4@contoso.com'},{'user': {'userPrincipalName': 'user8@contoso.com'}},Success
2025-07-02 03:15:00,DisableUser,{'userPrincipalName': 'user11@contoso.com'},{'user': {'userPrincipalName': 'user2@contoso.com'}},Success
2025-07-02 01:20:00,ResetPassword,{'userPrincipalName': 'user17@contoso.com'},{'user': {'userPrincipalName': 'user19@contoso.com'}},Success
2025-07-01 21:06:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user11@contoso.com'}},Success
2025-07-01 09:25:00,DisableUser,{'userPrincipalName': 'user6@contoso.com'},{'user': {'userPrincipalName': 'user5@contoso.com'}},Success
2025-07-02 01:43:00,ResetPassword,{'userPrincipalName': 'user7@contoso.com'},{'user': {'userPrincipalName': 'user14@contoso.com'}},Success
2025-07-01 18:43:00,UpdateUser,{'userPrincipalName': 'user19@contoso.com'},{'user': {'userPrincipalName': 'user20@contoso.com'}},Success
2025-07-01 13:39:00,UpdateUser,{'userPrincipalName': 'user12@contoso.com'},{'user': {'userPrincipalName': 'user10@contoso.com'}},Success
2025-07-02 00:36:00,ResetPassword,{'userPrincipalName': 'user10@contoso.com'},{'user': {'userPrincipalName': 'user9@contoso.com'}},Success
2025-07-01 17:50:00,ResetPassword,{'userPrincipalName': 'user8@contoso.com'},{'user': {'userPrincipalName': 'user6@contoso.com'}},Success
2025-07-01 15:54:00,DisableUser,{'userPrincipalName': 'user20@contoso.com'},{'user': {'userPrincipalName': 'user4@contoso.com'}},Success
