TimeGenerated,UserId,Operation,ClientIP,Parameters
2025-07-01 09:51:00,user7@contoso.com,SendMessage,10.0.117.93,{}
2025-07-01 16:52:00,user2@contoso.com,CreateItem,10.0.83.239,{}
2025-07-02 00:53:00,user14@contoso.com,SendMessage,10.0.20.226,{}
2025-07-02 03:08:00,user12@contoso.com,DeleteItem,10.0.248.234,{}
2025-07-01 13:03:00,user16@contoso.com,SendMessage,10.0.63.178,{}
2025-07-01 17:41:00,user3@contoso.com,SendMessage,10.0.92.86,{}
2025-07-02 03:13:00,user17@contoso.com,CreateItem,10.0.108.2,{}
2025-07-01 14:09:00,user17@contoso.com,DeleteItem,10.0.213.39,{}
2025-07-02 07:06:00,user8@contoso.com,CreateItem,10.0.48.168,{}
2025-07-02 07:15:00,user1@contoso.com,CreateItem,10.0.62.201,{}
2025-07-01 11:37:00,user12@contoso.com,DeleteItem,10.0.165.78,{}
2025-07-01 23:42:00,user1@contoso.com,SendMessage,10.0.245.232,{}
2025-07-02 04:16:00,sarah.johnson@contoso.com,CreateItem,10.0.2.168,{}
2025-07-02 05:14:00,user2@contoso.com,DeleteItem,10.0.231.166,{}
2025-07-01 15:12:00,user19@contoso.com,SendMessage,10.0.24.144,{}
2025-07-01 10:24:00,user11@contoso.com,SendMessage,10.0.195.47,{}
2025-07-01 14:04:00,user13@contoso.com,CreateItem,10.0.122.204,{}
2025-07-01 15:06:00,user3@contoso.com,SendMessage,10.0.83.198,{}
2025-07-02 06:05:00,user13@contoso.com,CreateItem,10.0.78.61,{}
2025-07-01 22:45:00,user10@contoso.com,CreateItem,10.0.158.67,{}
2025-07-01 11:16:00,user12@contoso.com,DeleteItem,10.0.188.102,{}
2025-07-01 21:14:00,user16@contoso.com,CreateItem,10.0.243.137,{}
2025-07-01 22:26:00,user19@contoso.com,DeleteItem,10.0.46.216,{}
2025-07-01 14:21:00,user12@contoso.com,DeleteItem,10.0.222.218,{}
2025-07-02 01:31:00,user3@contoso.com,SendMessage,10.0.174.237,{}
2025-07-02 07:25:00,user8@contoso.com,DeleteItem,10.0.79.253,{}
2025-07-02 06:05:00,user17@contoso.com,DeleteItem,10.0.42.148,{}
2025-07-01 10:42:00,user15@contoso.com,CreateItem,10.0.244.153,{}
2025-07-02 07:21:00,user5@contoso.com,SendMessage,10.0.153.127,{}
2025-07-01 18:05:00,user17@contoso.com,CreateItem,10.0.24.39,{}
2025-07-01 11:40:00,user2@contoso.com,DeleteItem,10.0.217.211,{}
2025-07-02 06:33:00,user4@contoso.com,CreateItem,10.0.129.181,{}
2025-07-01 10:47:00,user9@contoso.com,DeleteItem,10.0.8.58,{}
2025-07-01 14:13:00,user15@contoso.com,SendMessage,10.0.201.23,{}
2025-07-01 18:09:00,user3@contoso.com,CreateItem,10.0.160.232,{}
2025-07-01 17:02:00,user15@contoso.com,DeleteItem,10.0.174.95,{}
2025-07-01 10:40:00,user7@contoso.com,SendMessage,10.0.132.54,{}
2025-07-01 08:36:00,user14@contoso.com,DeleteItem,10.0.2.202,{}
2025-07-01 13:51:00,user4@contoso.com,SendMessage,10.0.244.235,{}
2025-07-02 04:32:00,user13@contoso.com,DeleteItem,10.0.249.155,{}
2025-07-01 20:18:00,user20@contoso.com,DeleteItem,10.0.202.154,{}
2025-07-01 12:36:00,user3@contoso.com,SendMessage,10.0.7.97,{}
2025-07-02 07:45:00,user4@contoso.com,SendMessage,10.0.96.13,{}
2025-07-02 06:08:00,user7@contoso.com,CreateItem,10.0.74.123,{}
2025-07-02 02:23:00,user14@contoso.com,DeleteItem,10.0.97.44,{}
2025-07-01 13:03:00,user10@contoso.com,CreateItem,10.0.242.216,{}
2025-07-01 13:40:00,user1@contoso.com,SendMessage,10.0.78.227,{}
2025-07-01 08:40:00,user16@contoso.com,CreateItem,10.0.230.124,{}
2025-07-02 03:26:00,user7@contoso.com,CreateItem,10.0.200.26,{}
2025-07-01 11:30:00,user11@contoso.com,SendMessage,10.0.221.212,{}
2025-07-02 03:45:00,user16@contoso.com,DeleteItem,10.0.148.18,{}
2025-07-02 00:35:00,user16@contoso.com,CreateItem,10.0.249.118,{}
2025-07-01 08:38:00,user2@contoso.com,DeleteItem,10.0.216.161,{}
2025-07-01 17:08:00,user18@contoso.com,SendMessage,10.0.213.242,{}
2025-07-02 05:15:00,user4@contoso.com,CreateItem,10.0.177.229,{}
2025-07-01 13:30:00,user14@contoso.com,SendMessage,10.0.147.98,{}
2025-07-01 22:57:00,user16@contoso.com,CreateItem,10.0.118.112,{}
2025-07-01 19:34:00,user19@contoso.com,DeleteItem,10.0.239.67,{}
2025-07-01 21:19:00,user10@contoso.com,DeleteItem,10.0.213.184,{}
2025-07-02 05:13:00,user16@contoso.com,SendMessage,10.0.106.144,{}
2025-07-02 00:28:00,user3@contoso.com,DeleteItem,10.0.66.88,{}
2025-07-02 04:40:00,user7@contoso.com,SendMessage,10.0.251.51,{}
2025-07-01 18:21:00,user14@contoso.com,CreateItem,10.0.120.107,{}
2025-07-01 08:37:00,user18@contoso.com,SendMessage,10.0.183.133,{}
2025-07-01 13:24:00,user12@contoso.com,DeleteItem,10.0.89.16,{}
2025-07-01 22:41:00,user3@contoso.com,CreateItem,10.0.58.116,{}
2025-07-01 15:38:00,user4@contoso.com,DeleteItem,10.0.249.132,{}
2025-07-01 09:35:00,user11@contoso.com,CreateItem,10.0.136.77,{}
2025-07-02 06:51:00,user17@contoso.com,DeleteItem,10.0.53.25,{}
2025-07-01 11:47:00,user15@contoso.com,CreateItem,10.0.54.52,{}
2025-07-02 01:18:00,user18@contoso.com,SendMessage,10.0.53.85,{}
2025-07-01 15:00:00,sarah.johnson@contoso.com,SendMessage,10.0.185.80,{}
2025-07-01 23:04:00,user10@contoso.com,DeleteItem,10.0.255.50,{}
2025-07-01 20:24:00,user5@contoso.com,DeleteItem,10.0.171.70,{}
2025-07-01 22:59:00,user4@contoso.com,SendMessage,10.0.212.3,{}
2025-07-01 19:39:00,user8@contoso.com,CreateItem,10.0.146.87,{}
2025-07-01 20:42:00,user3@contoso.com,CreateItem,10.0.212.184,{}
2025-07-01 16:22:00,sarah.johnson@contoso.com,DeleteItem,10.0.77.215,{}
2025-07-01 22:38:00,user8@contoso.com,SendMessage,10.0.211.209,{}
2025-07-02 07:17:00,user15@contoso.com,DeleteItem,10.0.185.15,{}
2025-07-01 08:20:00,user15@contoso.com,SendMessage,10.0.35.43,{}
2025-07-01 21:42:00,user11@contoso.com,CreateItem,10.0.84.222,{}
2025-07-01 09:15:00,user2@contoso.com,CreateItem,10.0.77.29,{}
2025-07-02 06:32:00,sarah.johnson@contoso.com,DeleteItem,10.0.151.214,{}
2025-07-02 07:55:00,user13@contoso.com,DeleteItem,10.0.155.160,{}
2025-07-01 17:32:00,user12@contoso.com,SendMessage,10.0.75.206,{}
2025-07-01 15:00:00,user15@contoso.com,DeleteItem,10.0.226.176,{}
2025-07-01 14:44:00,sarah.johnson@contoso.com,CreateItem,10.0.154.43,{}
2025-07-01 19:25:00,user2@contoso.com,DeleteItem,10.0.199.64,{}
2025-07-01 17:41:00,user17@contoso.com,DeleteItem,10.0.109.47,{}
2025-07-01 18:39:00,user17@contoso.com,DeleteItem,10.0.174.81,{}
2025-07-02 02:25:00,user1@contoso.com,SendMessage,10.0.132.123,{}
2025-07-01 22:25:00,user10@contoso.com,DeleteItem,10.0.56.30,{}
2025-07-02 05:24:00,user12@contoso.com,CreateItem,10.0.181.63,{}
2025-07-01 12:15:00,user2@contoso.com,DeleteItem,10.0.229.152,{}
2025-07-01 08:10:00,user19@contoso.com,DeleteItem,10.0.232.173,{}
2025-07-02 03:51:00,user8@contoso.com,DeleteItem,10.0.119.179,{}
2025-07-02 06:45:00,user10@contoso.com,CreateItem,10.0.71.193,{}
2025-07-01 16:27:00,user17@contoso.com,DeleteItem,10.0.53.167,{}
2025-07-01 14:34:00,user17@contoso.com,DeleteItem,10.0.184.232,{}
2025-07-01 22:31:00,user4@contoso.com,SendMessage,10.0.210.41,{}
2025-07-01 22:30:00,user3@contoso.com,SendMessage,10.0.66.243,{}
2025-07-01 10:39:00,user7@contoso.com,CreateItem,10.0.189.206,{}
2025-07-02 01:42:00,user19@contoso.com,DeleteItem,10.0.202.135,{}
2025-07-02 05:43:00,user19@contoso.com,CreateItem,10.0.216.225,{}
2025-07-01 22:13:00,user16@contoso.com,DeleteItem,10.0.83.73,{}
2025-07-02 00:32:00,user17@contoso.com,SendMessage,10.0.234.66,{}
2025-07-01 12:01:00,user17@contoso.com,DeleteItem,10.0.108.233,{}
2025-07-01 13:21:00,user16@contoso.com,SendMessage,10.0.189.60,{}
2025-07-01 11:45:00,user20@contoso.com,CreateItem,10.0.61.189,{}
2025-07-01 09:22:00,user19@contoso.com,CreateItem,10.0.78.60,{}
2025-07-01 20:46:00,user12@contoso.com,CreateItem,10.0.155.150,{}
2025-07-01 12:52:00,user16@contoso.com,SendMessage,10.0.72.215,{}
2025-07-01 17:40:00,user2@contoso.com,CreateItem,10.0.110.93,{}
2025-07-01 12:10:00,user16@contoso.com,SendMessage,10.0.178.34,{}
2025-07-02 00:25:00,user2@contoso.com,CreateItem,10.0.158.231,{}
2025-07-02 00:13:00,user11@contoso.com,CreateItem,10.0.67.70,{}
2025-07-01 23:43:00,user17@contoso.com,DeleteItem,10.0.230.229,{}
2025-07-01 19:06:00,user5@contoso.com,DeleteItem,10.0.45.209,{}
2025-07-01 21:29:00,user13@contoso.com,SendMessage,10.0.173.23,{}
2025-07-01 17:28:00,user15@contoso.com,DeleteItem,10.0.45.84,{}
2025-07-02 05:30:00,user1@contoso.com,DeleteItem,10.0.158.63,{}
2025-07-01 10:54:00,sarah.johnson@contoso.com,DeleteItem,10.0.98.27,{}
2025-07-01 14:27:00,user19@contoso.com,DeleteItem,10.0.243.9,{}
2025-07-02 02:09:00,user4@contoso.com,DeleteItem,10.0.92.9,{}
2025-07-01 16:22:00,user9@contoso.com,SendMessage,10.0.227.43,{}
2025-07-01 18:56:00,user18@contoso.com,DeleteItem,10.0.205.23,{}
2025-07-01 19:36:00,user16@contoso.com,SendMessage,10.0.223.92,{}
2025-07-02 02:01:00,user14@contoso.com,SendMessage,10.0.162.195,{}
2025-07-01 11:54:00,user9@contoso.com,SendMessage,10.0.50.86,{}
2025-07-01 14:14:00,user10@contoso.com,SendMessage,10.0.130.45,{}
2025-07-01 21:54:00,user5@contoso.com,CreateItem,10.0.86.30,{}
2025-07-01 14:11:00,user20@contoso.com,CreateItem,10.0.13.29,{}
2025-07-01 11:22:00,user10@contoso.com,CreateItem,10.0.163.72,{}
2025-07-01 16:48:00,user14@contoso.com,CreateItem,10.0.192.61,{}
2025-07-01 16:10:00,user2@contoso.com,SendMessage,10.0.121.252,{}
2025-07-01 21:08:00,user17@contoso.com,DeleteItem,10.0.58.137,{}
2025-07-01 23:51:00,user2@contoso.com,CreateItem,10.0.208.33,{}
2025-07-01 21:54:00,user16@contoso.com,SendMessage,10.0.119.9,{}
2025-07-02 04:00:00,user9@contoso.com,DeleteItem,10.0.51.126,{}
2025-07-01 12:17:00,user18@contoso.com,DeleteItem,10.0.155.208,{}
2025-07-02 05:42:00,user15@contoso.com,SendMessage,10.0.104.72,{}
2025-07-01 13:44:00,user12@contoso.com,DeleteItem,10.0.125.216,{}
2025-07-01 09:25:00,user18@contoso.com,CreateItem,10.0.0.237,{}
2025-07-02 06:17:00,user20@contoso.com,CreateItem,10.0.85.0,{}
2025-07-01 17:19:00,user2@contoso.com,CreateItem,10.0.128.194,{}
2025-07-01 15:15:00,user12@contoso.com,DeleteItem,10.0.144.23,{}
2025-07-02 02:13:00,user6@contoso.com,DeleteItem,10.0.35.153,{}
2025-07-02 07:50:00,user3@contoso.com,CreateItem,10.0.62.71,{}
2025-07-01 22:44:00,user18@contoso.com,CreateItem,10.0.107.162,{}
2025-07-01 16:55:00,user11@contoso.com,DeleteItem,10.0.231.139,{}
2025-07-01 18:58:00,user8@contoso.com,DeleteItem,10.0.174.107,{}
2025-07-01 19:12:00,user15@contoso.com,DeleteItem,10.0.8.68,{}
2025-07-02 04:46:00,sarah.johnson@contoso.com,SendMessage,10.0.243.2,{}
2025-07-01 13:55:00,user1@contoso.com,DeleteItem,10.0.211.250,{}
2025-07-01 10:46:00,user13@contoso.com,DeleteItem,10.0.39.15,{}
2025-07-01 12:12:00,user15@contoso.com,DeleteItem,10.0.180.192,{}
2025-07-01 21:12:00,user20@contoso.com,CreateItem,10.0.90.4,{}
2025-07-01 20:38:00,user4@contoso.com,CreateItem,10.0.98.227,{}
2025-07-01 08:40:00,user1@contoso.com,SendMessage,10.0.143.183,{}
2025-07-02 04:56:00,user7@contoso.com,SendMessage,10.0.155.113,{}
2025-07-01 20:23:00,user8@contoso.com,CreateItem,10.0.18.143,{}
2025-07-02 04:41:00,user16@contoso.com,DeleteItem,10.0.107.3,{}
2025-07-01 21:31:00,user7@contoso.com,DeleteItem,10.0.56.142,{}
2025-07-02 00:51:00,user19@contoso.com,DeleteItem,10.0.87.99,{}
2025-07-02 07:17:00,user19@contoso.com,DeleteItem,10.0.89.33,{}
2025-07-01 10:13:00,user19@contoso.com,SendMessage,10.0.65.132,{}
2025-07-02 01:51:00,user19@contoso.com,SendMessage,10.0.140.98,{}
2025-07-02 07:08:00,user1@contoso.com,DeleteItem,10.0.129.232,{}
2025-07-02 05:52:00,user1@contoso.com,CreateItem,10.0.26.165,{}
2025-07-01 17:21:00,user14@contoso.com,CreateItem,10.0.62.238,{}
2025-07-02 01:39:00,user16@contoso.com,CreateItem,10.0.22.114,{}
2025-07-01 22:20:00,user2@contoso.com,CreateItem,10.0.229.161,{}
2025-07-01 14:38:00,user1@contoso.com,CreateItem,10.0.171.41,{}
2025-07-01 15:42:00,user19@contoso.com,SendMessage,10.0.216.38,{}
2025-07-01 13:36:00,user8@contoso.com,SendMessage,10.0.168.159,{}
2025-07-02 05:20:00,user3@contoso.com,DeleteItem,10.0.49.14,{}
2025-07-01 08:49:00,user16@contoso.com,CreateItem,10.0.171.128,{}
2025-07-02 00:09:00,user8@contoso.com,SendMessage,10.0.122.174,{}
2025-07-02 01:44:00,user2@contoso.com,CreateItem,10.0.121.37,{}
2025-07-01 22:58:00,user20@contoso.com,DeleteItem,10.0.48.228,{}
2025-07-01 10:55:00,user19@contoso.com,SendMessage,10.0.31.17,{}
2025-07-02 07:40:00,user13@contoso.com,CreateItem,10.0.33.65,{}
2025-07-01 09:52:00,user2@contoso.com,CreateItem,10.0.154.221,{}
2025-07-02 07:07:00,user3@contoso.com,SendMessage,10.0.28.26,{}
2025-07-01 21:42:00,user10@contoso.com,CreateItem,10.0.49.210,{}
2025-07-02 06:31:00,user8@contoso.com,DeleteItem,10.0.5.232,{}
2025-07-01 22:36:00,user13@contoso.com,CreateItem,10.0.51.173,{}
2025-07-01 08:53:00,sarah.johnson@contoso.com,DeleteItem,10.0.232.168,{}
2025-07-01 11:41:00,user19@contoso.com,SendMessage,10.0.52.6,{}
2025-07-01 10:18:00,user20@contoso.com,DeleteItem,10.0.99.64,{}
2025-07-01 16:44:00,sarah.johnson@contoso.com,DeleteItem,10.0.181.215,{}
2025-07-02 05:11:00,user16@contoso.com,DeleteItem,10.0.227.95,{}
2025-07-01 09:30:00,user8@contoso.com,SendMessage,10.0.30.65,{}
2025-07-01 22:52:00,user10@contoso.com,DeleteItem,10.0.183.159,{}
2025-07-01 12:58:00,user19@contoso.com,DeleteItem,10.0.75.240,{}
2025-07-01 19:42:00,user10@contoso.com,DeleteItem,10.0.149.188,{}
2025-07-02 04:01:00,user1@contoso.com,DeleteItem,10.0.74.29,{}
2025-07-02 03:05:00,user8@contoso.com,DeleteItem,10.0.27.216,{}
2025-07-01 14:50:00,user12@contoso.com,SendMessage,10.0.103.35,{}
2025-07-02 06:47:00,user11@contoso.com,SendMessage,10.0.243.239,{}
2025-07-01 19:18:00,user20@contoso.com,DeleteItem,10.0.171.153,{}
2025-07-01 13:32:00,user14@contoso.com,CreateItem,10.0.53.232,{}
2025-07-01 15:29:00,user2@contoso.com,CreateItem,10.0.1.114,{}
2025-07-02 05:17:00,user8@contoso.com,CreateItem,10.0.109.122,{}
2025-07-01 19:18:00,user16@contoso.com,DeleteItem,10.0.192.105,{}
2025-07-01 08:13:00,user13@contoso.com,SendMessage,10.0.185.5,{}
2025-07-01 09:01:00,user3@contoso.com,CreateItem,10.0.58.72,{}
2025-07-01 14:38:00,user10@contoso.com,CreateItem,10.0.184.22,{}
2025-07-01 14:45:00,user1@contoso.com,SendMessage,10.0.145.89,{}
2025-07-01 13:56:00,user8@contoso.com,CreateItem,10.0.173.125,{}
2025-07-01 08:44:00,user6@contoso.com,SendMessage,10.0.90.134,{}
2025-07-02 07:07:00,user4@contoso.com,SendMessage,10.0.70.194,{}
2025-07-01 19:33:00,sarah.johnson@contoso.com,SendMessage,10.0.107.156,{}
2025-07-01 20:37:00,user15@contoso.com,SendMessage,10.0.190.87,{}
2025-07-01 22:48:00,user17@contoso.com,DeleteItem,10.0.33.60,{}
2025-07-01 14:28:00,user5@contoso.com,SendMessage,10.0.98.193,{}
2025-07-02 04:27:00,user12@contoso.com,CreateItem,10.0.219.125,{}
2025-07-02 04:02:00,user2@contoso.com,DeleteItem,10.0.96.150,{}
2025-07-01 16:26:00,user5@contoso.com,CreateItem,10.0.27.143,{}
2025-07-02 03:56:00,user5@contoso.com,DeleteItem,10.0.250.107,{}
2025-07-02 06:38:00,user3@contoso.com,CreateItem,10.0.33.85,{}
2025-07-02 06:01:00,user17@contoso.com,CreateItem,10.0.191.255,{}
2025-07-01 14:06:00,user17@contoso.com,CreateItem,10.0.164.191,{}
2025-07-02 00:29:00,user17@contoso.com,DeleteItem,10.0.253.242,{}
2025-07-01 21:41:00,user9@contoso.com,DeleteItem,10.0.18.106,{}
2025-07-01 23:25:00,user8@contoso.com,SendMessage,10.0.120.202,{}
2025-07-01 22:30:00,user7@contoso.com,CreateItem,10.0.193.80,{}
2025-07-02 02:47:00,user12@contoso.com,CreateItem,10.0.43.68,{}
2025-07-01 23:10:00,user3@contoso.com,CreateItem,10.0.180.117,{}
2025-07-01 23:52:00,user19@contoso.com,SendMessage,10.0.172.218,{}
2025-07-01 22:45:00,user15@contoso.com,CreateItem,10.0.209.188,{}
2025-07-01 17:19:00,user16@contoso.com,CreateItem,10.0.195.12,{}
2025-07-01 15:58:00,user6@contoso.com,CreateItem,10.0.135.38,{}
2025-07-01 18:03:00,user12@contoso.com,SendMessage,10.0.40.141,{}
2025-07-01 12:02:00,user8@contoso.com,SendMessage,10.0.36.184,{}
2025-07-01 14:50:00,user2@contoso.com,DeleteItem,10.0.170.100,{}
2025-07-01 18:19:00,user11@contoso.com,CreateItem,10.0.140.97,{}
2025-07-02 02:32:00,user20@contoso.com,SendMessage,10.0.133.4,{}
2025-07-01 19:49:00,user10@contoso.com,CreateItem,10.0.206.207,{}
2025-07-01 08:24:00,user19@contoso.com,DeleteItem,10.0.241.76,{}
2025-07-01 15:44:00,user13@contoso.com,SendMessage,10.0.107.242,{}
2025-07-02 04:02:00,user8@contoso.com,DeleteItem,10.0.239.236,{}
2025-07-01 18:41:00,user11@contoso.com,SendMessage,10.0.96.219,{}
2025-07-01 22:58:00,user14@contoso.com,SendMessage,10.0.230.15,{}
2025-07-02 03:42:00,user12@contoso.com,SendMessage,10.0.65.156,{}
2025-07-02 06:29:00,user1@contoso.com,CreateItem,10.0.181.173,{}
2025-07-01 22:31:00,user8@contoso.com,CreateItem,10.0.206.153,{}
2025-07-01 08:47:00,user11@contoso.com,DeleteItem,10.0.16.71,{}
2025-07-02 03:23:00,user5@contoso.com,CreateItem,10.0.200.195,{}
2025-07-01 10:10:00,user7@contoso.com,CreateItem,10.0.197.96,{}
2025-07-01 19:13:00,user16@contoso.com,SendMessage,10.0.231.155,{}
2025-07-01 11:33:00,user3@contoso.com,SendMessage,10.0.90.16,{}
2025-07-01 08:54:00,user20@contoso.com,CreateItem,10.0.95.101,{}
2025-07-01 17:41:00,user3@contoso.com,CreateItem,10.0.105.119,{}
2025-07-02 01:53:00,user10@contoso.com,DeleteItem,10.0.35.232,{}
2025-07-02 01:41:00,user2@contoso.com,CreateItem,10.0.5.87,{}
2025-07-01 21:20:00,user11@contoso.com,CreateItem,10.0.80.56,{}
2025-07-01 22:16:00,user5@contoso.com,DeleteItem,10.0.244.35,{}
2025-07-01 12:26:00,user13@contoso.com,SendMessage,10.0.105.158,{}
2025-07-02 06:41:00,user14@contoso.com,DeleteItem,10.0.243.81,{}
2025-07-01 18:35:00,user20@contoso.com,DeleteItem,10.0.103.234,{}
2025-07-01 08:15:00,user9@contoso.com,SendMessage,10.0.73.228,{}
2025-07-02 04:38:00,user3@contoso.com,CreateItem,10.0.126.168,{}
2025-07-01 23:42:00,user19@contoso.com,CreateItem,10.0.236.20,{}
2025-07-02 06:03:00,user3@contoso.com,CreateItem,10.0.233.177,{}
2025-07-02 04:55:00,user10@contoso.com,CreateItem,10.0.89.212,{}
2025-07-02 05:05:00,user8@contoso.com,SendMessage,10.0.221.234,{}
2025-07-01 14:15:00,user13@contoso.com,DeleteItem,10.0.48.201,{}
2025-07-01 13:23:00,user2@contoso.com,SendMessage,10.0.140.149,{}
2025-07-01 15:24:00,user3@contoso.com,DeleteItem,10.0.252.210,{}
2025-07-01 20:35:00,user18@contoso.com,SendMessage,10.0.39.53,{}
2025-07-01 21:59:00,user17@contoso.com,CreateItem,10.0.230.84,{}
2025-07-02 01:16:00,user9@contoso.com,SendMessage,10.0.22.236,{}
2025-07-02 05:48:00,user1@contoso.com,SendMessage,10.0.236.195,{}
2025-07-01 21:37:00,user11@contoso.com,DeleteItem,10.0.99.203,{}
2025-07-01 16:33:00,user2@contoso.com,SendMessage,10.0.58.69,{}
2025-07-01 23:50:00,user11@contoso.com,DeleteItem,10.0.248.236,{}
2025-07-02 02:43:00,user3@contoso.com,SendMessage,10.0.124.224,{}
2025-07-01 17:31:00,user5@contoso.com,CreateItem,10.0.82.87,{}
2025-07-01 11:25:00,user1@contoso.com,DeleteItem,10.0.90.150,{}
2025-07-01 21:20:00,user4@contoso.com,DeleteItem,10.0.86.39,{}
2025-07-01 17:19:00,user1@contoso.com,DeleteItem,10.0.78.225,{}
2025-07-01 15:23:00,user12@contoso.com,SendMessage,10.0.17.110,{}
2025-07-01 09:37:00,user15@contoso.com,DeleteItem,10.0.52.199,{}
2025-07-01 09:47:00,user10@contoso.com,CreateItem,10.0.2.24,{}
2025-07-01 16:31:00,user13@contoso.com,SendMessage,10.0.191.122,{}
2025-07-01 08:32:00,user7@contoso.com,SendMessage,10.0.215.14,{}
2025-07-01 14:33:00,user1@contoso.com,CreateItem,10.0.32.112,{}
2025-07-01 13:43:00,user4@contoso.com,DeleteItem,10.0.85.22,{}
2025-07-01 11:40:00,user14@contoso.com,DeleteItem,10.0.167.165,{}
2025-07-01 14:28:00,user18@contoso.com,DeleteItem,10.0.106.202,{}
2025-07-01 15:55:00,user14@contoso.com,SendMessage,10.0.109.54,{}
2025-07-01 13:55:00,user12@contoso.com,CreateItem,10.0.7.205,{}
2025-07-01 08:24:00,sarah.johnson@contoso.com,CreateItem,10.0.199.108,{}
2025-07-01 10:15:00,user15@contoso.com,SendMessage,10.0.142.188,{}
2025-07-01 15:27:00,user2@contoso.com,SendMessage,10.0.210.154,{}
2025-07-01 11:28:00,user20@contoso.com,CreateItem,10.0.87.128,{}
2025-07-01 19:04:00,user4@contoso.com,DeleteItem,10.0.198.68,{}
2025-07-02 05:41:00,user11@contoso.com,SendMessage,10.0.162.246,{}
2025-07-01 08:36:00,user3@contoso.com,CreateItem,10.0.229.195,{}
2025-07-01 15:56:00,user17@contoso.com,DeleteItem,10.0.6.119,{}
2025-07-01 12:14:00,user1@contoso.com,DeleteItem,10.0.158.121,{}
2025-07-02 05:09:00,user14@contoso.com,SendMessage,10.0.40.30,{}
2025-07-02 01:01:00,user5@contoso.com,CreateItem,10.0.151.103,{}
2025-07-01 14:58:00,user5@contoso.com,CreateItem,10.0.19.121,{}
2025-07-01 19:13:00,user20@contoso.com,CreateItem,10.0.68.142,{}
2025-07-01 09:21:00,user11@contoso.com,DeleteItem,10.0.212.147,{}
2025-07-01 19:18:00,user1@contoso.com,SendMessage,10.0.175.124,{}
2025-07-01 09:50:00,user7@contoso.com,DeleteItem,10.0.127.113,{}
2025-07-02 01:47:00,user20@contoso.com,CreateItem,10.0.164.93,{}
2025-07-01 08:12:00,user15@contoso.com,DeleteItem,10.0.33.251,{}
2025-07-01 09:46:00,user3@contoso.com,SendMessage,10.0.72.104,{}
2025-07-01 13:55:00,user5@contoso.com,SendMessage,10.0.104.120,{}
2025-07-01 22:32:00,user17@contoso.com,SendMessage,10.0.239.159,{}
2025-07-01 14:44:00,user6@contoso.com,DeleteItem,10.0.125.217,{}
2025-07-01 16:29:00,user6@contoso.com,DeleteItem,10.0.155.146,{}
2025-07-02 05:41:00,user19@contoso.com,CreateItem,10.0.103.139,{}
2025-07-01 20:16:00,user16@contoso.com,SendMessage,10.0.203.193,{}
2025-07-01 23:03:00,user6@contoso.com,CreateItem,10.0.216.221,{}
2025-07-01 08:40:00,user5@contoso.com,CreateItem,10.0.195.218,{}
2025-07-02 04:18:00,user3@contoso.com,CreateItem,10.0.78.89,{}
2025-07-01 23:49:00,user9@contoso.com,CreateItem,10.0.156.232,{}
2025-07-02 03:11:00,user10@contoso.com,CreateItem,10.0.246.36,{}
2025-07-02 00:01:00,user11@contoso.com,SendMessage,10.0.100.79,{}
2025-07-01 08:26:00,user7@contoso.com,SendMessage,10.0.191.251,{}
2025-07-01 21:28:00,user13@contoso.com,CreateItem,10.0.191.196,{}
2025-07-02 05:52:00,user16@contoso.com,CreateItem,10.0.36.209,{}
2025-07-01 21:08:00,user2@contoso.com,SendMessage,10.0.83.99,{}
2025-07-01 19:53:00,user14@contoso.com,CreateItem,10.0.250.188,{}
2025-07-01 21:09:00,user2@contoso.com,DeleteItem,10.0.217.126,{}
2025-07-01 09:10:00,user8@contoso.com,CreateItem,10.0.185.14,{}
2025-07-01 16:55:00,sarah.johnson@contoso.com,SendMessage,10.0.233.75,{}
2025-07-02 04:33:00,user9@contoso.com,SendMessage,10.0.82.6,{}
2025-07-02 05:59:00,user4@contoso.com,SendMessage,10.0.196.203,{}
2025-07-02 01:41:00,user19@contoso.com,SendMessage,10.0.96.216,{}
2025-07-01 16:37:00,user6@contoso.com,CreateItem,10.0.154.195,{}
2025-07-01 22:02:00,user19@contoso.com,CreateItem,10.0.45.55,{}
2025-07-01 19:45:00,sarah.johnson@contoso.com,DeleteItem,10.0.73.137,{}
2025-07-01 21:35:00,user7@contoso.com,DeleteItem,10.0.157.3,{}
2025-07-01 08:03:00,user6@contoso.com,CreateItem,10.0.49.35,{}
2025-07-01 22:13:00,user14@contoso.com,DeleteItem,10.0.147.220,{}
2025-07-01 20:47:00,user6@contoso.com,SendMessage,10.0.95.68,{}
2025-07-01 14:12:00,user7@contoso.com,CreateItem,10.0.56.230,{}
2025-07-01 14:20:00,user19@contoso.com,SendMessage,10.0.102.30,{}
2025-07-01 16:51:00,user6@contoso.com,SendMessage,10.0.209.225,{}
2025-07-01 11:43:00,sarah.johnson@contoso.com,DeleteItem,10.0.85.40,{}
2025-07-01 20:53:00,user10@contoso.com,SendMessage,10.0.63.141,{}
2025-07-01 09:00:00,user3@contoso.com,CreateItem,10.0.120.244,{}
2025-07-01 11:26:00,user16@contoso.com,DeleteItem,10.0.4.31,{}
2025-07-02 06:42:00,user9@contoso.com,SendMessage,10.0.21.49,{}
2025-07-01 08:14:00,user7@contoso.com,DeleteItem,10.0.192.136,{}
2025-07-01 19:30:00,user16@contoso.com,CreateItem,10.0.219.172,{}
