TimeGenerated,OperationName,InitiatedBy,TargetProperties
2025-06-09T14:06:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""avery.ellis@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-09T14:20:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""wren.stone@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-09T14:53:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-478"", ""User"": ""jordan.knight@contoso.com""}"
2025-06-09T14:58:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""avery.ellis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-09T15:06:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Global Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-09T15:47:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-3603"", ""ComplianceStatus"": ""Updated""}"
2025-06-09T15:59:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kai.day@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-09T16:01:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-229"", ""User"": ""marley.doe@contoso.com""}"
2025-06-09T16:09:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sam.bennett@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-09T16:29:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-722"", ""User"": ""spencer.edwards@contoso.com""}"
2025-06-09T16:47:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""val.knight@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-09T16:56:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-10T09:19:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-863"", ""User"": ""casey.anderson@contoso.com""}"
2025-06-10T09:25:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-935"", ""User"": ""bailey.xavier@contoso.com""}"
2025-06-10T09:35:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-876"", ""User"": ""bailey.bennett@contoso.com""}"
2025-06-10T09:43:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-995"", ""User"": ""skyler.murray@contoso.com""}"
2025-06-10T09:50:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""logan.anderson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T10:18:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-4851"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T10:23:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""chris.anderson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-10T10:29:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-10T10:46:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.day@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-10T10:58:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""casey.irving@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T11:03:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""teagan.parker@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-10T11:03:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.lewis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-10T11:05:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.xavier@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-10T11:19:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-8263"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T11:19:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-3948"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T11:25:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""teagan.zimmer@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-10T11:38:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-8808"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T11:40:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-690"", ""User"": ""lane.evans@contoso.com""}"
2025-06-10T11:51:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-540"", ""User"": ""dallas.walsh@contoso.com""}"
2025-06-10T12:07:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-5457"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T12:09:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.bennett@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T12:10:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""drew.edwards@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-10T12:15:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-10T12:32:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.day@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-10T12:33:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""rowan.upton@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T12:35:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""riley.young@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-10T12:37:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1108"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T12:43:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-969"", ""User"": ""avery.keaton@contoso.com""}"
2025-06-10T12:57:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""casey.holland@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T13:01:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""finley.quincy@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-10T13:05:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-170"", ""User"": ""hayden.holland@contoso.com""}"
2025-06-10T13:05:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-200"", ""User"": ""cameron.morgan@contoso.com""}"
2025-06-10T13:11:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-527"", ""User"": ""quinn.murray@contoso.com""}"
2025-06-10T13:23:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""rowan.lewis@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T13:26:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-10T13:43:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sam.carter@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T13:45:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-10T13:51:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-642"", ""User"": ""rowan.zimmer@contoso.com""}"
2025-06-10T13:56:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-10T14:00:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-216"", ""User"": ""morgan.young@contoso.com""}"
2025-06-10T14:10:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""reese.stone@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T14:10:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""charlie.murray@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T14:15:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-497"", ""User"": ""cameron.parker@contoso.com""}"
2025-06-10T14:26:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-103"", ""User"": ""chris.foster@contoso.com""}"
2025-06-10T14:32:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-289"", ""User"": ""marley.bennett@contoso.com""}"
2025-06-10T14:38:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""casey.holland@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T15:00:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""skyler.knight@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T15:00:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""bailey.harris@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-10T15:09:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-10T15:18:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-570"", ""User"": ""avery.graham@contoso.com""}"
2025-06-10T15:18:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.keaton@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T15:27:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Global Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-10T15:48:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-5060"", ""ComplianceStatus"": ""Updated""}"
2025-06-10T15:54:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-907"", ""User"": ""emerson.keaton@contoso.com""}"
2025-06-10T15:59:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-10T16:15:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-10T16:28:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-752"", ""User"": ""jamie.rivers@contoso.com""}"
2025-06-10T16:33:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.keaton@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-10T16:35:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""reagan.quincy@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-10T16:41:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Global Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-10T17:00:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-289"", ""User"": ""avery.clarke@contoso.com""}"
2025-06-11T09:05:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""emerson.graham@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-11T09:06:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-11T09:13:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.ellis@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-11T09:22:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-789"", ""User"": ""reagan.morgan@contoso.com""}"
2025-06-11T09:31:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sawyer.sanders@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T09:45:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-469"", ""User"": ""hayden.sanders@contoso.com""}"
2025-06-11T09:50:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""parker.wright@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T10:04:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-11T10:05:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""devon.graham@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T10:09:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7578"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T10:11:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-328"", ""User"": ""zane.smith@contoso.com""}"
2025-06-11T10:14:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-9411"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T10:18:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""emerson.upton@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-11T10:19:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-434"", ""User"": ""taylor.wright@contoso.com""}"
2025-06-11T10:25:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-11T10:27:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1376"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T10:45:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""jamie.edwards@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T10:47:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""emerson.johnson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T10:54:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-357"", ""User"": ""reagan.parker@contoso.com""}"
2025-06-11T11:05:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-840"", ""User"": ""casey.reed@contoso.com""}"
2025-06-11T11:07:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-11T11:12:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-11T11:13:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""jamie.jones@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-11T11:18:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""parker.johnson@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-11T11:26:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""drew.young@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T11:53:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-7263"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T12:03:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-858"", ""User"": ""chris.wright@contoso.com""}"
2025-06-11T12:16:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""pat.harris@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-11T12:19:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-391"", ""User"": ""wren.harris@contoso.com""}"
2025-06-11T12:31:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""charlie.clarke@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-11T12:34:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""reagan.anderson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-11T12:50:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-375"", ""User"": ""drew.vance@contoso.com""}"
2025-06-11T12:55:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-870"", ""User"": ""marley.young@contoso.com""}"
2025-06-11T13:17:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""teagan.zimmer@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-11T13:23:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-484"", ""User"": ""taylor.ellis@contoso.com""}"
2025-06-11T13:23:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-115"", ""User"": ""teagan.stone@contoso.com""}"
2025-06-11T13:55:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-11T14:13:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-836"", ""User"": ""kendall.irving@contoso.com""}"
2025-06-11T14:17:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-3115"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T14:24:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-4298"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T14:32:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-109"", ""User"": ""casey.rivers@contoso.com""}"
2025-06-11T14:38:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sam.clarke@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-11T14:39:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-329"", ""User"": ""wren.young@contoso.com""}"
2025-06-11T14:39:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-735"", ""User"": ""bailey.johnson@contoso.com""}"
2025-06-11T14:44:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.jones@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T15:00:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-11T15:22:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-11T15:30:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-6221"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T15:57:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7620"", ""ComplianceStatus"": ""Updated""}"
2025-06-11T15:57:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""blake.johnson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T16:03:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-833"", ""User"": ""sam.keaton@contoso.com""}"
2025-06-11T16:06:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""finley.quincy@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-11T16:36:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""zane.reed@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-11T16:50:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-201"", ""User"": ""drew.stone@contoso.com""}"
2025-06-11T16:50:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-11T16:51:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-11T16:58:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""pat.harris@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-11T16:58:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""skyler.ellis@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-12T09:02:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1776"", ""ComplianceStatus"": ""Updated""}"
2025-06-12T09:07:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""taylor.vance@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-12T09:20:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""logan.quincy@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-12T09:24:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-616"", ""User"": ""bailey.evans@contoso.com""}"
2025-06-12T09:25:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-2598"", ""ComplianceStatus"": ""Updated""}"
2025-06-12T09:34:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-109"", ""User"": ""rowan.doe@contoso.com""}"
2025-06-12T09:41:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-12T10:26:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-7227"", ""ComplianceStatus"": ""Updated""}"
2025-06-12T10:27:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-591"", ""User"": ""kendall.clarke@contoso.com""}"
2025-06-12T10:42:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-12T10:53:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-352"", ""User"": ""zephyr.doe@contoso.com""}"
2025-06-12T11:04:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-12T11:42:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""marley.nelson@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
